id,timestamp,track_id,object_type,zone,risk_level,event_type
220,2026-06-29T10:15:44,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
219,2026-06-29T10:15:43,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
218,2026-06-29T10:15:41,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
217,2026-06-29T10:15:27,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
216,2026-06-29T10:15:27,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
215,2026-06-29T10:15:26,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
214,2026-06-29T10:15:25,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
213,2026-06-29T10:15:10,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
212,2026-06-29T10:15:10,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
211,2026-06-29T10:15:10,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
210,2026-06-29T10:15:09,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
209,2026-06-29T10:14:56,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
208,2026-06-29T10:14:54,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
207,2026-06-29T10:14:54,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
206,2026-06-29T10:14:52,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
205,2026-06-24T14:53:14,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
204,2026-06-24T14:53:14,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
203,2026-06-24T14:53:13,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
202,2026-06-24T14:53:13,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
201,2026-06-24T14:53:01,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
200,2026-06-24T14:52:58,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
199,2026-06-24T14:52:57,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
198,2026-06-24T14:52:56,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
197,2026-06-24T14:52:41,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
196,2026-06-24T14:52:41,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
195,2026-06-24T14:52:40,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
194,2026-06-24T14:52:40,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
193,2026-06-24T14:52:26,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
192,2026-06-24T14:52:24,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
191,2026-06-24T14:52:24,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
190,2026-06-24T14:52:23,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
189,2026-06-24T14:52:08,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
188,2026-06-24T14:52:08,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
187,2026-06-24T14:52:07,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
186,2026-06-24T14:52:07,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
185,2026-06-24T14:51:52,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
184,2026-06-24T14:51:52,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
183,2026-06-24T14:51:51,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
182,2026-06-24T14:51:51,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
181,2026-06-24T14:51:35,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
180,2026-06-24T14:51:35,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
179,2026-06-24T14:51:34,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
178,2026-06-24T14:51:34,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
177,2026-06-24T14:51:19,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
176,2026-06-24T14:51:19,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
175,2026-06-24T14:51:18,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
174,2026-06-24T14:51:18,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
173,2026-06-24T14:51:05,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
172,2026-06-24T14:51:03,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
171,2026-06-24T14:51:02,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
170,2026-06-24T14:51:02,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
169,2026-06-24T14:50:50,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
168,2026-06-24T14:50:46,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
167,2026-06-24T14:50:45,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
166,2026-06-24T14:50:45,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
165,2026-06-24T14:50:33,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
164,2026-06-24T14:50:32,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
163,2026-06-24T14:50:31,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
162,2026-06-24T14:50:29,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
161,2026-06-24T14:50:15,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
160,2026-06-24T14:50:15,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
159,2026-06-24T14:50:13,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
158,2026-06-24T14:50:13,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
157,2026-06-24T14:49:59,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
156,2026-06-24T14:49:58,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
155,2026-06-24T14:49:57,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
154,2026-06-24T14:49:57,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
153,2026-06-24T14:49:41,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
152,2026-06-24T14:49:41,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
151,2026-06-24T14:49:40,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
150,2026-06-24T14:49:40,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
149,2026-06-24T14:49:25,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
148,2026-06-24T14:49:24,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
147,2026-06-24T14:49:24,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
146,2026-06-24T14:49:07,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
145,2026-06-24T14:49:07,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
144,2026-06-24T14:48:51,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
143,2026-06-24T14:48:51,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
142,2026-06-24T14:48:51,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
141,2026-06-24T14:48:38,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
140,2026-06-24T14:48:38,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
139,2026-06-24T14:48:36,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
138,2026-06-24T14:48:34,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
137,2026-06-24T14:48:20,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
136,2026-06-24T14:48:20,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
135,2026-06-24T14:48:18,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
134,2026-06-24T14:48:18,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
133,2026-06-24T14:48:04,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
132,2026-06-24T14:48:03,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
131,2026-06-24T14:48:03,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
130,2026-06-24T14:48:01,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
129,2026-06-24T14:47:47,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
128,2026-06-24T14:47:47,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
127,2026-06-24T14:47:45,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
126,2026-06-24T14:47:45,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
125,2026-06-24T14:47:30,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
124,2026-06-24T14:47:30,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
123,2026-06-24T14:47:29,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
122,2026-06-24T14:47:28,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
121,2026-06-24T14:47:14,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
120,2026-06-24T14:47:14,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
119,2026-06-24T14:47:12,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
118,2026-06-24T14:47:12,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
117,2026-06-24T14:46:58,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
116,2026-06-24T14:46:58,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
115,2026-06-24T14:46:56,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
114,2026-06-24T14:46:56,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
113,2026-06-24T14:46:44,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
112,2026-06-24T14:46:41,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
111,2026-06-24T14:46:39,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
110,2026-06-24T14:46:39,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
109,2026-06-24T14:46:26,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
108,2026-06-24T14:46:24,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
107,2026-06-24T14:46:24,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
106,2026-06-24T14:46:22,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
105,2026-06-24T14:46:10,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
104,2026-06-24T14:46:09,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
103,2026-06-24T14:46:08,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
102,2026-06-24T14:46:08,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
101,2026-06-24T14:45:54,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
100,2026-06-24T14:45:51,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
99,2026-06-24T14:45:50,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
98,2026-06-24T14:45:49,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
97,2026-06-24T14:45:37,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
96,2026-06-24T14:45:36,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
95,2026-06-24T14:45:35,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
94,2026-06-24T14:45:33,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
93,2026-06-24T14:45:19,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
92,2026-06-24T14:45:18,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
91,2026-06-24T14:45:17,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
90,2026-06-24T14:45:17,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
89,2026-06-24T14:45:02,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
88,2026-06-24T14:45:02,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
87,2026-06-24T14:45:01,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
86,2026-06-24T14:44:59,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
85,2026-06-24T14:44:57,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
84,2026-06-24T14:44:46,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
83,2026-06-24T14:44:46,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
82,2026-06-24T14:44:44,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
81,2026-06-24T14:44:41,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
80,2026-06-24T14:44:29,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
79,2026-06-24T14:44:29,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
78,2026-06-24T14:44:26,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
77,2026-06-24T14:44:25,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
76,2026-06-24T14:44:16,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
75,2026-06-24T14:44:13,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
74,2026-06-24T14:44:09,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
73,2026-06-24T14:44:08,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
72,2026-06-24T14:43:57,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
71,2026-06-24T14:43:57,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
70,2026-06-24T14:43:52,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
69,2026-06-24T14:43:52,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
68,2026-06-24T14:43:43,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
67,2026-06-24T14:43:41,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
66,2026-06-24T14:43:35,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
65,2026-06-24T14:43:35,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
64,2026-06-24T14:43:24,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
63,2026-06-24T14:43:24,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
62,2026-06-24T14:43:19,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
61,2026-06-24T14:43:19,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
60,2026-06-24T14:43:09,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
59,2026-06-24T14:43:08,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
58,2026-06-24T14:43:06,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
57,2026-06-24T14:43:03,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
56,2026-06-24T14:42:52,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
55,2026-06-24T14:42:52,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
54,2026-06-24T14:42:46,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
53,2026-06-24T14:42:46,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
52,2026-06-24T14:42:35,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
51,2026-06-24T14:42:35,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
50,2026-06-24T14:42:32,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
49,2026-06-24T14:42:30,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
48,2026-06-24T14:42:19,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
47,2026-06-24T14:42:19,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
46,2026-06-24T14:42:14,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
45,2026-06-24T14:42:14,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
44,2026-06-24T14:42:06,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
43,2026-06-24T14:42:02,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
42,2026-06-24T14:41:57,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
41,2026-06-24T14:41:56,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
40,2026-06-24T14:41:49,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
39,2026-06-24T14:41:48,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
38,2026-06-24T14:41:40,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
37,2026-06-24T14:41:40,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
36,2026-06-24T14:41:31,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
35,2026-06-24T14:41:30,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
34,2026-06-24T14:41:23,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
33,2026-06-24T14:41:23,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
32,2026-06-24T14:41:15,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
31,2026-06-24T14:41:13,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
30,2026-06-24T14:41:07,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
29,2026-06-24T14:41:07,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
28,2026-06-24T14:40:57,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
27,2026-06-24T14:40:57,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
26,2026-06-24T14:40:54,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
25,2026-06-24T14:40:51,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
24,2026-06-24T14:40:41,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
23,2026-06-24T14:40:38,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
22,2026-06-24T14:40:37,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
21,2026-06-24T14:40:31,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
20,2026-06-24T14:40:30,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
19,2026-06-24T14:40:30,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
18,2026-06-24T14:40:19,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
17,2026-06-24T14:40:18,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
16,2026-06-24T14:40:14,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
15,2026-06-24T14:40:14,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
14,2026-06-24T14:40:04,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
13,2026-06-24T14:40:02,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
12,2026-06-24T14:39:46,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
11,2026-06-24T14:39:46,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
10,2026-06-24T14:39:30,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
9,2026-06-24T14:39:11,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
8,2026-06-24T14:38:56,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
7,2026-06-24T14:38:56,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
6,2026-06-24T14:38:40,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
5,2026-06-24T14:38:40,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
4,2026-06-22T14:51:26,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
3,2026-06-22T14:51:26,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
2,2026-06-22T14:49:32,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
1,2026-06-22T14:49:32,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
